Plant Species,Gene ID,Developmental Stage,Stress Treatment,Soil Moisture (%),Temperature (°C),Promoter Methylation (%),Gene Body Methylation (%),TE Methylation (%),Global DNA Methylation (%),CG Methylation (%),CHG Methylation (%),CHH Methylation (%),Methylation Pattern Type,Histone Modification,siRNA Expression (FPKM),SNP Variants,Gene Expression (FPKM),Drought Resistance (1-10),Root Depth (cm),Leaf Area Index,Photosynthetic Rate (μmol CO₂/m²/s),Water Use Efficiency,Chlorophyll Content,Yield (g/plant)
Arabidopsis,AtMYB44,Flowering,Salt,63.10104427228088,38.78736641262793,49.23915378179751,76.83638487452475,58.064249105955355,61.37992925409254,52.668608864186645,48.2110083629398,11.52883476012691,Dynamic,H3K27me3,6.8321020130535715,6,52.68092911954458,3.2674047487543434,44.42114015702488,2.6017535786800554,39.61099559718488,2.243040290274859,34.42030432709338,40.36376963363377
Rice,OsDREB2A,Flowering,None,71.78107309961536,25.159175446361445,13.01810597604144,72.48961127984533,71.32603957342633,52.27791894310437,48.114696528864336,45.33446756001545,7.658176164513282,Dynamic,H3K9me2,18.063011850587877,26,94.6384712043563,5.3396438608239105,18.236091822661614,3.8336068583630665,37.88334371871357,1.032008201786502,47.918129289330324,50.73220474498133
Wheat,TaDREB3,Flowering,Drought,76.56943127172599,38.32190765377085,68.69918435064976,76.6251032010995,50.45315631126628,65.2591479543385,75.91373226997707,40.0478089340796,25.520616187249246,Dynamic,H3K9me2,11.211956747069223,4,24.24014616143458,1.2977245339792625,68.43081433516406,3.771761501690799,14.968285172339339,2.880277189559101,44.04239260056577,50.511341673649135
Maize,ZmDREB2,Mature,Salt,36.55689452173366,36.19347176776844,43.40442908493692,58.92589841696763,84.87029217559896,62.400206559167835,53.765255011993894,43.303744544801376,30.25613711448903,Dynamic,H3K4me3,40.02729323007498,39,57.19263425021855,2.929618564725476,85.30787768890029,2.8872333929208,22.02948397015666,0.6690230910746653,42.61998269341677,35.763405641312794
Maize,ZmGLK1,Mature,None,27.776032245065775,35.23645368143444,48.78974721119983,61.89849777766288,84.53916348911238,65.0758028259917,76.26293691346189,51.22172517958177,17.095189222587575,Dynamic,None,3.8778334151076717,14,57.024103725435275,2.037012316052487,71.05139171769164,5.886531355948822,11.5438002324955,1.7201271004190442,31.53312175269353,38.17033416181742
Maize,ZmNAC111,Mature,Heat,16.712115358152932,33.38949183178735,62.38043864771267,67.6545633700679,52.61539461723286,60.883465545004476,62.42491708349313,49.44585324186222,12.39462303672304,Dynamic,H3K27me3,10.342130048242906,21,44.076858513824696,2.0736844147318942,37.275597192741714,2.69713187929079,10.410699375187054,3.0201007919100604,30.99190810685889,56.5570200980905
Wheat,TaWRKY19,Vegetative,Salt,38.85729539476053,28.026031442362324,45.04693284782305,68.80325410602424,90.25533759728168,68.03517485037632,59.08700647186784,35.653494103942265,9.91979242198541,Dynamic,None,17.520861019442364,43,63.131881090438355,3.4046205750435217,64.13967177883374,2.071903739532435,35.7826449586396,2.183655097925087,44.058615475641766,35.92280164669826
Wheat,TaNAC69,Mature,Drought,49.349585794252754,18.593130415506078,58.564742653389416,59.76982068911344,85.20221362658924,67.8455923230307,66.87456987240336,52.060124664725436,20.84451754943127,Dynamic,H3K4me3,23.40296047204781,27,36.951861888238746,4.005551953794393,37.8416393617206,3.6071051277465838,34.82469498971415,1.694881614870242,28.141029234599763,37.802440799331656
Rice,OsHKT1,Seedling,Heat,61.86115019246637,25.228968605600585,56.014881936850244,54.97930507790417,73.33119831023672,61.44179510833038,72.03423954192426,49.00337955814726,12.981343613598895,Dynamic,None,36.59924488692028,36,43.15007867228225,3.245878155729311,79.39563818600611,3.706263009497245,17.60780361287431,1.7400439731299986,27.535563071230694,39.56457935254452
Rice,OsDREB2A,Vegetative,Drought,16.107811281753097,15.370336999848195,49.82173754928978,57.61822718633284,87.9211255697848,65.12036343513581,52.144219499568436,55.654948057450376,14.647692353509694,Dynamic,H3K4me3,19.643121547364153,34,46.42458264380041,4.941538861625204,72.71526118109075,4.270052580242025,9.718772488717125,2.01296212189724,42.761330737551454,38.14581413698878
Maize,ZmNAC111,Mature,Heat,54.64253490831692,24.270405220444083,66.79709496148561,50.44329915616005,56.489772416091846,57.91005551124584,65.6095179368753,37.003422403767026,24.831593772989354,Dynamic,H3K9me2,33.40442706382373,1,34.96939335745771,3.542816511351806,44.37770793614004,3.1365514197929705,22.237479735992228,2.7434362938410377,31.878015875557235,58.13597074266358
Rice,OsDREB2A,Vegetative,Heat,58.40606597097881,21.81157829028839,55.98920403748484,52.452905601539626,77.02765762658903,61.82325575520449,65.97702386614205,49.448927059731524,25.929684196769955,Dynamic,H3K4me3,41.92843267957724,43,41.8378107014878,3.4766484573783716,77.87325171102707,2.7502359767990585,24.0617394785982,2.7624561039049214,30.667067368749667,43.763912420908355
Wheat,TaNAC69,Seedling,Heat,61.64933208059958,27.953564060654955,38.95237792330638,70.35427898494771,85.10582342767721,64.80416011197711,60.430501250079324,49.25235277368099,23.231883841010735,Dynamic,None,23.114493474969972,11,60.765128035489404,3.087406208420698,84.68399727371985,2.5706348473793112,33.52956853592523,1.2559601084484713,34.542377494039044,42.87048713493061
Maize,ZmGLK1,Mature,Heat,75.33687372756468,35.020917116530434,39.631509696503066,51.08625551159338,64.5065437559637,51.741436321353376,48.56934868102163,34.76302089093109,10.71143800004103,Dynamic,H3K4me3,14.720829832071917,7,65.43791809027138,5.7873655006971925,76.28807313491195,4.439638981378227,9.652499643496402,1.798537030262972,39.262980596693055,43.64367407524634
Maize,ZmNAC111,Flowering,None,49.954400813441026,33.598194954940524,44.03619794057217,58.819435944697965,81.7087926207206,61.52147550199692,53.39317702649498,54.30466232607002,14.178883874344583,Dynamic,H3K27me3,22.46882122688769,3,59.429972504806486,5.005900187904546,31.23583441450667,3.9156053937350803,33.89104198695384,1.259249799466856,34.47822767418781,37.191251780328386
Wheat,TaWRKY19,Flowering,Drought,19.504322257319725,32.53811047649309,57.08774522329215,65.8415977646255,57.412394701968914,60.11391256329552,51.405378470976565,50.04836814918639,12.906635475394808,Dynamic,None,12.952989671776058,12,45.9221861482204,4.767751361681344,15.519494545535068,3.890235278216914,35.51186872887904,3.324815067011006,38.68298182646403,52.59171336482941
Maize,ZmDREB2,Flowering,Heat,24.983748158915468,18.60070735152341,38.74942415604142,47.326922462481924,71.45281020670689,52.509718941743415,47.69882789348986,26.888783135239215,18.95155570390185,Dynamic,H3K9me2,45.734973608203035,34,65.10458302238555,6.534085500835346,36.9372501313559,4.112906147578005,14.256807655385344,0.37905639509341404,42.285380651420695,42.5031714504682
Wheat,TaWRKY19,Mature,Drought,75.81785919641128,24.840401047946585,48.77968060325238,58.094584761097764,78.82312096746105,61.8991287772704,57.69190650681333,47.43665826764918,14.187592073916617,Dynamic,H3K27me3,29.619316408041964,34,55.04407633213664,4.356710586874166,20.71254656748169,2.0793340236505458,28.08448938051442,0.7003479715422818,36.79100648575017,38.757079864061545
Wheat,TaDREB3,Vegetative,None,35.22480116644426,22.38883026282494,32.84889447880257,73.06929065127096,70.70444196292544,58.87420903099966,54.38156614637677,32.4472516937532,28.3342743613945,Dynamic,H3K4me3,34.530067995485965,42,63.510082730344344,6.190313252227668,28.39072304314309,2.365826916898352,15.540521659573843,1.3480715229297466,31.45939645781156,51.62157559988164
Wheat,TaNAC69,Seedling,Drought,10.983116083964491,31.133035559819195,57.47922292615773,68.77650272044363,89.54695592073908,71.93422718911349,74.41892036387644,56.044353216732425,21.669168013736083,High,H3K4me3,12.471693234088388,9,40.82766951098474,3.8609658177541606,26.057859727569546,1.5736216944485284,17.6933064837179,0.3567470253217538,34.697811154367834,37.323207170973134
Wheat,TaWRKY19,Seedling,Heat,61.47011580562128,30.7599968674534,75.89203473016073,67.52331998299726,80.18144321585382,74.53226597633727,62.45705704625237,47.18155996500654,12.73865866807037,High,H3K27me3,26.830899154137946,17,23.525972891602308,2.930905765957743,31.606945858724725,2.695648954990504,27.815293642377867,2.2712095120041633,34.77227257875258,35.14971322974895
Rice,OsDREB2A,Seedling,Heat,16.164136161920716,20.35099575171118,74.34554698545534,48.95683912901983,94.98368070185276,72.76202227210932,58.89858849788274,64.25694823732002,30.70364022443322,High,None,36.513455559201844,37,23.749887460684505,3.4917940221333463,75.19814469538349,4.351073567831124,16.751774290070582,3.458195956053191,40.05777927529793,28.354312632221085
Wheat,TaWRKY19,Mature,Drought,12.520703026367887,31.348990899519276,46.82122427592439,45.167219558656996,70.05021090059832,54.012884911726566,59.79597167070963,37.45240664060422,10.559177029264179,Dynamic,H3K4me3,48.266715240163755,33,56.10002329428779,3.992497092121088,25.45038822838564,2.3194426753616897,18.719798864802783,3.165381581380235,43.49488076240326,52.90111685923522
Rice,OsHKT1,Vegetative,Salt,33.76622266797007,22.113209088709908,33.47281065784104,78.44591626336721,87.02490123295755,66.31454271805526,73.55485396746936,34.74536093285509,19.03704020182335,Dynamic,H3K9me2,20.590056252800935,29,68.39319296804895,1.334840734041,67.34200193288599,3.8818030620412514,30.309476104859723,2.1892471505558913,44.35352517474987,31.48319217650557
Wheat,TaNAC69,Flowering,None,63.99872792454731,29.85862887457436,46.038904233105875,45.93268341454376,75.75737891691229,55.90965552152064,61.497574724636195,41.781994299846424,17.955395984578697,Dynamic,H3K27me3,14.417245059121415,2,53.8176821131632,2.938601420217933,37.75288433337865,3.559169837804391,37.22488829142901,1.607635656407001,33.69075206375275,48.404759854132166
Maize,ZmGLK1,Mature,Heat,46.03820028971502,37.4139322930932,58.8471336725313,64.74228857249436,68.27214711279589,63.95385645260719,53.07833071737224,36.902907074954996,30.14093720970729,Dynamic,H3K27me3,47.99400103609891,47,41.92740115002843,4.853659070206592,69.18800100285395,3.6631795475147304,31.137117119723367,1.9334248745553946,34.789084601219415,45.38054927335796
Maize,ZmNAC111,Seedling,Salt,15.395853649633295,17.585756207541895,38.452587623513665,70.1582578899415,85.78489573347781,64.79858041564432,60.02362510952354,37.92742413136039,21.779142313935832,Dynamic,H3K27me3,33.032291246279236,32,74.20003233508034,3.762721793456109,70.74543191250756,4.8019364074884745,20.435925208154373,1.6896476725606258,41.674504785288946,33.67740637731964
Maize,ZmNAC111,Seedling,Salt,35.23824654231774,25.969256598911315,34.87824604742702,46.823578222960414,61.412990583291474,47.70493828455964,50.57320952700274,29.044068076670726,10.997729213839593,Dynamic,None,7.991133600492154,28,65.4624830455487,2.825986355672696,76.9173234838512,5.746345281094566,9.694209780103797,1.4698113098239796,44.102825446652375,45.29146879840375
Wheat,TaNAC69,Seedling,Heat,66.03412611045012,39.51448304086027,54.94709960287694,44.7274712773911,58.63761934587825,52.7707300753821,60.3327951523419,31.921657503233998,21.438604432465603,Dynamic,None,28.886900423532445,24,49.18150950802259,3.4520146176991626,67.44415447425892,1.1162870801683216,21.235957831523677,3.1754771782849915,29.292074403511076,48.93118001487478
Maize,ZmDREB2,Vegetative,Heat,64.66604825130315,39.52479604463461,34.01899846081443,44.473024162799376,81.07216746206751,53.188063361893775,61.30785137722336,32.82832276692974,17.419456122200025,Dynamic,None,11.563954247208388,47,66.66259790732227,3.7939853980249247,32.25614061999581,4.811435514919846,16.754688539871722,1.1641576350250362,38.47715935970554,30.577880061905702
Maize,ZmDREB2,Flowering,Heat,41.043608122872456,16.84051353208277,77.26861307881705,66.99300693501921,79.23572828916954,74.49911610100193,76.25164131332849,55.31252114536793,17.978794019466555,High,H3K27me3,16.22884002334373,35,22.775398669611008,1.337874626139209,69.36304892931297,2.9120206297473543,8.000779377328193,3.205544577588626,42.91506466366742,36.91092451489518
Wheat,TaNAC69,Mature,None,50.25018655627297,17.642826865103252,14.482205343358196,59.1222990201133,74.85014162137408,49.48488199494852,50.211267057738546,31.061454055139322,20.045567335615374,Dynamic,H3K4me3,25.339791867419258,19,85.53747477396526,4.058655412284909,44.62250056137556,2.8960104940155618,42.72506955150378,3.02650398882048,47.18584950554455,48.193569724036514
Rice,OsHKT1,Flowering,Salt,79.66912907908448,38.6232933680557,43.00505216808004,66.74014569289474,81.40750574066169,63.71756786721215,60.15686391798343,54.463130437579544,24.152710707865992,Dynamic,None,3.8797866102100578,8,56.137806074902855,4.3042135921735225,20.632577321957136,2.462511151461046,26.214762827341474,3.1438368284361484,39.54342111816344,39.04904769574613
Wheat,TaWRKY19,Vegetative,Drought,74.58653593432663,34.98391086904199,78.66727689826655,70.42903068691334,77.12103329860969,75.40578029459652,81.91872700587352,64.17934075526631,36.30926159330411,High,H3K4me3,0.7127221217514688,45,16.033990654511786,1.0073563985223895,62.41020026985583,2.4492637797664107,37.94863826053271,2.5709884636550187,38.793053229679195,40.348056892974036
Rice,OsNAC10,Mature,Heat,33.6641789891283,19.483581028389818,73.59928955431226,44.59658597305127,54.109803349820844,57.435226292394795,53.331847005153946,50.251999182191796,12.96317598691387,Dynamic,None,14.121964706625969,29,31.00885748318347,6.047459825005688,31.916954493151138,2.2486640268808826,35.22706445281107,0.8740340598508084,37.10291057894831,55.27509158584809
Arabidopsis,AtNAC2,Mature,Drought,67.10458176881149,25.957781164575135,42.475943713160554,69.96390721299679,64.21555668386246,58.88513587000659,64.79787438941291,31.913292212821634,9.23503353853233,Dynamic,None,0.7090418317526571,40,61.287075447879076,3.948837334851106,63.08715799225473,1.7921857533375283,19.588242178989113,1.9326916027164103,31.6270954429645,45.85154631876453
Rice,OsNAC10,Mature,Drought,34.259458600712364,38.156002988324005,77.20550735373735,58.1629563103543,56.320776724485334,63.896413462858995,58.95475539931352,34.15284275281467,15.643092568350035,Dynamic,H3K27me3,42.55019315178467,4,21.485830461366383,3.2260403901716836,22.151826366675188,5.011006874424094,38.8204618304311,3.296559059899881,34.066719460275664,51.69809291889105
Rice,OsNAC10,Seedling,Salt,68.20967003025977,16.392288675559442,78.89421946559949,79.55304793109264,78.82696719920851,79.09141153196687,79.33158063687024,46.287062647358596,9.77492705303704,High,H3K27me3,12.605789497259012,2,23.858748973979623,2.3948311907191977,64.597060801469,4.518247245207302,32.06070000639922,1.8661450598412381,39.47816810029832,36.4127660892202
Wheat,TaNAC69,Flowering,Salt,10.117457427321108,24.653280015250502,52.676373718326204,53.274050129541834,86.68582782735649,64.2120838917415,54.82491651812988,33.867946406540064,13.81592779102439,Dynamic,H3K4me3,32.95014639011926,4,50.54281103619175,2.7888284438852033,41.56320697516068,2.0764138240839944,27.035792065949966,0.4209873973594752,34.66883058295897,36.11977808943237
Wheat,TaWRKY19,Flowering,Heat,17.092258941825406,30.71239516571456,56.971409472538184,54.38711065543942,82.6907365321845,64.68308555338737,74.27146517956578,47.80842900961949,30.07472518543139,Dynamic,H3K27me3,1.4925978757634764,42,41.5947580804718,2.1907437039860045,20.402708098210585,2.9364973855189818,16.415078150820822,2.4766638864282435,33.292300818529775,31.765960102981982
Maize,ZmNAC111,Mature,Drought,69.43162963238879,36.243150295779685,65.85498878739985,74.88655626976748,57.02508266312571,65.92220924009769,56.46401594146654,35.49891873028479,25.384886493601954,Dynamic,H3K27me3,24.81407410124155,27,39.70746531279109,3.2876290283852425,86.42830827139184,4.094136503871653,25.00597318900644,2.632976845230942,41.84661583943686,49.80589442010832
Maize,ZmNAC111,Vegetative,Drought,55.66453902855506,32.43105933265723,75.15294886248819,64.80960217935191,88.32334342738275,76.09529815640762,90.65190899790079,65.13151606095167,13.144025150486918,High,H3K9me2,43.978793767135265,7,21.288490348176488,1.0,30.169509809359706,4.038707605145408,29.102565670239585,2.524601625349814,32.395713983675485,37.8620448258546
Wheat,TaDREB3,Flowering,None,60.94098596860002,31.35050800406236,35.03418591736353,59.286675233735984,76.78427619063046,57.03504578057666,49.989292224176126,29.731989579101576,27.51616562461751,Dynamic,H3K4me3,39.36345521666367,12,66.18376565358282,6.584126519205747,36.74579103241971,2.4419838661179245,23.16453163248363,0.4358542068042594,33.80637797633354,45.816177278962314
Arabidopsis,AtNAC2,Vegetative,Drought,67.99292420587904,33.11603003504797,47.06299677730921,43.55428892100586,64.94510972601931,51.85413180811147,55.75345624942789,44.04566604047098,21.37586787106999,Dynamic,H3K4me3,2.925010216888359,23,56.33185848489037,3.171655209981433,66.9437811621788,3.6968799101964667,37.19219313054699,1.9833423743630576,43.566796147906345,49.2574354398502
Arabidopsis,AtMYB44,Vegetative,None,68.74345170196797,37.866020753753915,10.926507753288641,57.96531492347479,70.39249035942971,46.42810434539772,50.63802681371496,31.99896426854952,11.16541550971508,Dynamic,None,1.7578971684825504,10,98.67813326753671,3.371571275627169,73.33465052920991,3.795691413353458,33.66048819255762,1.1068797760460305,35.38386550621955,33.14757728020639
Rice,OsNAC10,Mature,Salt,43.131789147937454,23.040419170030667,56.49675561396935,70.55644146495624,62.086277803738085,63.04649162755456,51.06560518681928,34.894542178610294,18.350884709054053,Dynamic,H3K4me3,35.8470735091229,20,49.06009034666232,3.418651184715184,34.90398373971071,3.9483876294470983,16.194476325086537,1.1432814801839086,42.84005039585545,44.07195329582885
Wheat,TaDREB3,Mature,Heat,49.69644715218726,38.261298223002456,72.80560646111701,48.04783477714405,71.57744091103699,64.14362738309934,62.50597050692055,53.3287083878352,11.793019698631065,Dynamic,H3K27me3,38.80554523119299,0,22.541316112794156,2.469566932534506,29.577755203204077,1.5116363545669171,9.26999950593968,0.3676937584046813,28.035997625471634,42.83412681365215
Wheat,TaNAC69,Vegetative,Drought,23.406843558092394,32.14690766359879,30.448266638449134,66.53883238683747,55.38665558869573,50.79125153799411,43.88147810201879,39.37741055102531,8.063622138981556,Dynamic,H3K4me3,37.464403659941006,48,68.18960587622928,5.149380137309742,24.78077480483233,2.7215630684285563,38.50577789909547,1.013496743158365,29.155724424574558,51.96831047564013
Maize,ZmNAC111,Seedling,None,77.49933394927896,34.85729833186312,20.66282317986073,68.76441982635478,70.03064604697073,53.152629684395414,60.7772393024174,36.012981424715946,5.721222549188754,Dynamic,None,39.88478582639368,21,80.505755067397,2.7578243173697006,52.2304518683911,4.239162552745468,47.6349453812739,2.185018678728353,33.46516992941639,46.60667443224659
Arabidopsis,AtNAC2,Mature,Drought,21.22051429586606,34.62994150891326,46.93909979098354,66.74811689793512,64.33946528464085,59.34222732451983,58.12760841335301,51.25588577825949,13.846687779194562,Dynamic,None,46.49496370561435,4,45.11376652486622,4.745044493463552,39.42043942636009,2.9322236910692316,26.671714167659065,1.5230314668943334,30.781909938782178,58.36363048000876
Wheat,TaNAC69,Mature,Drought,66.39420660979181,25.352430226369698,53.01109611070258,62.451039485939226,60.95398076456169,58.80537212040117,66.99090689317407,36.852619509027086,29.102441582033588,Dynamic,H3K4me3,31.184599350227945,1,45.37432755613433,2.7249514215432353,20.177999744008872,1.4853941219475226,20.791480251140147,1.6123157418886218,42.72561862138899,58.66891205056422
Wheat,TaNAC69,Seedling,Drought,17.40423272072653,19.37236500670882,39.525080544161746,42.41855728008707,91.65151292989427,57.86505025138103,69.18725315404224,51.62311701203394,27.293656057193104,Dynamic,None,49.00205485302961,3,69.41158715293898,2.1875953528672625,23.641716428790367,1.0514728030749343,25.706590048392663,3.459705721727547,28.695764998527988,36.50809273716901
Maize,ZmNAC111,Seedling,Heat,65.20037849357035,32.323586057840885,46.45196252880986,54.61843527439851,64.79020583840239,55.28686788053691,66.0336160650438,35.6496470245626,17.93579363427865,Dynamic,H3K27me3,23.17486184500656,4,48.65931226553172,3.1567461693049186,64.68600133102238,3.5486638425687134,17.201577280219666,0.3869670561913213,37.82611867107082,49.57531626771952
Rice,OsHKT1,Mature,None,14.154385467109325,19.885275030570178,32.840967357430436,68.63182312593781,77.4920719059897,59.654954129785985,55.99387297649206,52.52481031717272,20.284700086162534,Dynamic,H3K4me3,42.54422339735859,39,61.963818897522344,4.419208119383628,69.34108959879403,2.1989649414946015,16.26187911990323,3.312323141269553,37.282819181985204,40.926545110616814
Arabidopsis,AtMYB44,Flowering,None,24.370458161725445,35.93955584940228,45.63721862541013,75.69162066556041,85.4551074352989,68.92798224208981,65.39705255240851,53.620160427649644,20.043348065758938,Dynamic,H3K9me2,41.99135059079133,39,62.09919394631315,1.5703541655649378,33.570042686595094,1.3739146125273403,46.658984222079894,2.8975867981001344,34.983444906448526,36.36228643729116
Maize,ZmGLK1,Seedling,Salt,65.59019668759231,20.77111120172926,47.28041761246256,62.137570646793264,60.84857033515755,56.75551953147112,60.421798973530066,40.09578612677013,18.104521728832133,Dynamic,H3K4me3,45.642651462995524,14,58.18935145886719,4.523368812032046,67.51426932297362,2.1974624296418814,9.005344102114918,2.322412061393098,27.452896758082506,50.06733149279622
Rice,OsDREB2A,Mature,None,66.71214098457003,39.31553791030403,11.482601320836219,46.945647337183765,73.7772403524164,44.06849633681213,39.618492384691194,30.24815454107982,7.758966121503693,Dynamic,H3K9me2,8.256621618366873,6,82.59617926810884,6.331594926100476,43.436284117676045,4.351898503099169,38.935986691139234,2.3165932555729674,45.8013573839998,38.135283675651216
Wheat,TaWRKY19,Seedling,Heat,75.57609018489578,33.2406661804999,60.75060506090965,77.62237803400257,75.7257204849052,71.36623452660581,74.72892258059694,49.39763849453596,22.640845325535622,High,H3K9me2,21.878387185540667,23,29.91882408296307,3.166798910151772,39.84647620323689,3.433792277095256,27.056731943934995,1.4987472110166293,44.478435399101485,37.441868936096284
Rice,OsNAC10,Flowering,None,43.32147355176146,39.05110135856523,33.4710744770437,55.90827102994355,87.93199568083892,59.10378039594206,62.97185543089476,29.605009328383204,14.730823454386213,Dynamic,None,44.71410111278736,34,62.87536671176413,2.7937103206424534,70.31056170826744,4.254931101022477,33.165632286821435,3.1661590140797857,31.308719099426906,32.83162386316383
Arabidopsis,AtNAC2,Mature,Drought,73.08688778177587,34.009750818449135,38.71353492290655,45.02611247314999,86.24558471180134,56.66174403595263,49.926886309543534,38.98616189411305,16.465648749977856,Dynamic,None,20.019812645956783,49,64.30953073925437,5.047734155865762,34.79562182780085,2.2865397703218955,19.60539270969608,3.164845223766111,43.07107305002888,36.98382053704165
Maize,ZmDREB2,Seedling,Salt,13.349083269080838,31.900451307573896,64.76911362745284,47.630141746486984,94.63797853777415,69.01241130390466,79.91887892271394,41.393276230109194,29.702111432182676,Dynamic,H3K9me2,35.399306566443215,26,31.635804092128947,1.5789370622019503,79.73271149356438,5.853455833121072,20.56376985685405,2.0740305113997937,29.611437915345505,34.6608962790386
